Location,Date,Stay_Home_Order,Status_of_Reopening,NonEss_Business_Closed,Gathering_Limit,Emergency_Declaration,Travel_Quarantine,Restaurants,School_Closed,Mask_Requirement
Maine,2020-10-21,Lifted,Reopened,Reduced Capacity,25,Yes,All Travelers,Limited Indoor,NA,General Public
Maryland,2020-10-21,Lifted,Reopened,Reduced Capacity,No Limit,Yes,No Restrictions,Limited Indoor,NA,General Public
Massachusetts,2020-10-21,High-Risk Groups,Reopened,Some Reopened,NA,Yes,All Travelers,Limited Indoor,NA,General Public
Michigan,2020-10-21,Lifted,Closing,Some Reopened,NA,Yes,-,Limited Indoor,NA,General Public
Minnesota,2020-10-21,Lifted,Reopened,Some Reopened,10,Yes,-,Limited Indoor,NA,General Public
Mississippi,2020-10-21,Lifted,Closing,Reduced Capacity,NA,Yes,-,Limited Indoor,NA,Certain Employees Only
Missouri,2020-10-21,Lifted,Reopened,All Reopened,No Limit,Yes,-,No Limits,NA,-
Montana,2020-10-21,Lifted,Reopened,Reduced Capacity,25,Yes,No Restrictions,Limited Indoor,NA,General Public
Nebraska,2020-10-21,-,Reopened,-,25,Yes,International,No Limits,NA,Certain Employees Only
Nevada,2020-10-21,Lifted,Closing,Reduced Capacity,25,Yes,-,Limited Indoor,NA,General Public
New Hampshire,2020-10-21,Lifted,Reopened,Reduced Capacity,No Limit,Yes,-,Limited Indoor,NA,General Public
New Jersey,2020-10-21,Lifted,Closing,Reduced Capacity,NA,Yes,Certain States,Limited Indoor,NA,General Public
New Mexico,2020-10-21,Lifted,Closing,Reduced Capacity,NA,Yes,Certain States,Limited Indoor,NA,General Public
New York,2020-10-21,High-Risk Groups,Closing,Reduced Capacity,25,Yes,Certain States,Limited Indoor,NA,General Public
North Carolina,2020-10-21,Lifted,Reopened,Reduced Capacity,25,Yes,-,Limited Indoor,NA,General Public
North Dakota,2020-10-21,-,Closing,All Reopened,NA,Yes,No Restrictions,No Limits,NA,-
Ohio,2020-10-21,Lifted,Reopened,Reduced Capacity,25,Yes,No Restrictions,No Limits,NA,General Public
Oklahoma,2020-10-21,Lifted,Reopened,Reduced Capacity,No Limit,Yes,No Restrictions,Limited Indoor,NA,-
Oregon,2020-10-21,Lifted,Closing,Some Reopened,NA,Yes,-,Limited Indoor,NA,General Public
Pennsylvania,2020-10-21,Lifted,Closing,Reduced Capacity,NA,Yes,-,Limited Indoor,NA,General Public
Rhode Island,2020-10-21,Lifted,Closing,Reduced Capacity,25,Yes,Certain States,Limited Indoor,NA,General Public
South Carolina,2020-10-21,Lifted,Closing,Some Closed,No Limit,Yes,No Restrictions,Limited Indoor,NA,General Public
South Dakota,2020-10-21,-,Reopened,-,No Limit,Yes,-,-,NA,-
Tennessee,2020-10-21,Lifted,Reopened,All Reopened,25,Yes,-,No Limits,NA,General Public
Texas,2020-10-21,Lifted,Closing,Some Closed,NA,Yes,No Restrictions,Limited Indoor,NA,General Public
Utah,2020-10-21,Lifted,Reopened,-,25,Yes,No Restrictions,No Limits,NA,Certain Employees Only
Vermont,2020-10-21,Lifted,Reopened,Reduced Capacity,25,Yes,Certain States,Limited Indoor,NA,General Public
Virginia,2020-10-21,Lifted,Reopened,Reduced Capacity,25,Yes,-,No Limits,NA,General Public
Washington,2020-10-21,Lifted,Reopened,Some Reopened,10,Yes,-,Limited Indoor,NA,General Public
West Virginia,2020-10-21,Lifted,Closing,Reduced Capacity,NA,Yes,No Restrictions,Limited Indoor,NA,General Public
Wisconsin,2020-10-21,Lifted,Reopened,All Reopened,No Limit,Yes,-,No Limits,NA,General Public
Wyoming,2020-10-21,-,Reopened,-,25,Yes,No Restrictions,No Limits,NA,Certain Employees Only
Alabama,2020-10-22,Lifted,Paused,Reduced Capacity,No Limit,Yes,-,No Limits,NA,General Public
Alaska,2020-10-22,Lifted,Reopened,All Reopened,No Limit,Yes,All Travelers,No Limits,NA,Certain Employees Only
Arizona,2020-10-22,Lifted,Closing,Some Closed,NA,Yes,No Restrictions,Limited Indoor,NA,Certain Employees Only
Arkansas,2020-10-22,-,Paused,-,No Limit,Yes,No Restrictions,Limited Indoor,NA,General Public
California,2020-10-22,Statewide,Reopened,Some Closed,All Prohbited,Yes,-,Limited Indoor,NA,General Public
Colorado,2020-10-22,Lifted,Closing,Reduced Capacity,25,Yes,-,Limited Indoor,NA,General Public
Connecticut,2020-10-22,Lifted,Reopened,Reduced Capacity,25,Yes,Certain States,Limited Indoor,NA,General Public
Delaware,2020-10-22,Lifted,Closing,Reduced Capacity,25,Yes,No Restrictions,Limited Indoor,NA,General Public
District of Columbia,2020-10-22,Lifted,Reopened,Reduced Capacity,25,Yes,Certain States,Limited Indoor,NA,General Public
Florida,2020-10-22,Lifted,Reopened,All Reopened,No Limit,Yes,No Restrictions,No Limits,NA,Certain Employees Only
Georgia,2020-10-22,High-Risk Groups,Reopened,All Reopened,25,Yes,-,No Limits,NA,Certain Employees Only
Hawaii,2020-10-22,NA,Closing,Some Reopened,NA,Yes,All Travelers,Limited Indoor,NA,General Public
Idaho,2020-10-22,Lifted,Reopened,All Reopened,No Limit,Yes,No Restrictions,No Limits,NA,-
Illinois,2020-10-22,Lifted,Paused,Reduced Capacity,25,Yes,-,Limited Indoor,NA,General Public
Indiana,2020-10-22,Lifted,Reopened,All Reopened,No Limit,Yes,-,No Limits,NA,General Public
Iowa,2020-10-22,-,Reopened,All Reopened,25,Yes,-,No Limits,NA,General Public
Kansas,2020-10-22,Lifted,Reopened,All Reopened,No Limit,Yes,Certain States,No Limits,NA,General Public
Kentucky,2020-10-22,Lifted,Closing,Some Reopened,NA,Yes,No Restrictions,Limited Indoor,NA,General Public
Louisiana,2020-10-22,Lifted,Paused,Reduced Capacity,25,Yes,-,Limited Indoor,NA,General Public
Maine,2020-10-22,Lifted,Reopened,Reduced Capacity,25,Yes,All Travelers,Limited Indoor,NA,General Public
Maryland,2020-10-22,Lifted,Reopened,Reduced Capacity,No Limit,Yes,No Restrictions,Limited Indoor,NA,General Public
Massachusetts,2020-10-22,High-Risk Groups,Reopened,Some Reopened,NA,Yes,All Travelers,Limited Indoor,NA,General Public
Michigan,2020-10-22,Lifted,Closing,Some Reopened,NA,Yes,-,Limited Indoor,NA,General Public
Minnesota,2020-10-22,Lifted,Reopened,Some Reopened,10,Yes,-,Limited Indoor,NA,General Public
Mississippi,2020-10-22,Lifted,Closing,Reduced Capacity,NA,Yes,-,Limited Indoor,NA,Certain Employees Only
Missouri,2020-10-22,Lifted,Reopened,All Reopened,No Limit,Yes,-,No Limits,NA,-
Montana,2020-10-22,Lifted,Reopened,Reduced Capacity,25,Yes,No Restrictions,Limited Indoor,NA,General Public
Nebraska,2020-10-22,-,Reopened,-,25,Yes,International,No Limits,NA,Certain Employees Only
Nevada,2020-10-22,Lifted,Closing,Reduced Capacity,25,Yes,-,Limited Indoor,NA,General Public
New Hampshire,2020-10-22,Lifted,Reopened,Reduced Capacity,No Limit,Yes,-,Limited Indoor,NA,General Public
New Jersey,2020-10-22,Lifted,Closing,Reduced Capacity,NA,Yes,Certain States,Limited Indoor,NA,General Public
New Mexico,2020-10-22,Lifted,Closing,Reduced Capacity,NA,Yes,Certain States,Limited Indoor,NA,General Public
New York,2020-10-22,High-Risk Groups,Closing,Reduced Capacity,25,Yes,Certain States,Limited Indoor,NA,General Public
North Carolina,2020-10-22,Lifted,Reopened,Reduced Capacity,25,Yes,-,Limited Indoor,NA,General Public
North Dakota,2020-10-22,-,Closing,All Reopened,NA,Yes,No Restrictions,No Limits,NA,-
Ohio,2020-10-22,Lifted,Reopened,Reduced Capacity,25,Yes,No Restrictions,No Limits,NA,General Public
Oklahoma,2020-10-22,Lifted,Reopened,Reduced Capacity,No Limit,Yes,No Restrictions,Limited Indoor,NA,-
Oregon,2020-10-22,Lifted,Closing,Some Reopened,NA,Yes,-,Limited Indoor,NA,General Public
Pennsylvania,2020-10-22,Lifted,Closing,Reduced Capacity,NA,Yes,-,Limited Indoor,NA,General Public
Rhode Island,2020-10-22,Lifted,Closing,Reduced Capacity,25,Yes,Certain States,Limited Indoor,NA,General Public
South Carolina,2020-10-22,Lifted,Closing,Some Closed,No Limit,Yes,No Restrictions,Limited Indoor,NA,General Public
South Dakota,2020-10-22,-,Reopened,-,No Limit,Yes,-,-,NA,-
Tennessee,2020-10-22,Lifted,Reopened,All Reopened,25,Yes,-,No Limits,NA,General Public
Texas,2020-10-22,Lifted,Closing,Some Closed,NA,Yes,No Restrictions,Limited Indoor,NA,General Public
Utah,2020-10-22,Lifted,Reopened,-,25,Yes,No Restrictions,No Limits,NA,Certain Employees Only
Vermont,2020-10-22,Lifted,Reopened,Reduced Capacity,25,Yes,Certain States,Limited Indoor,NA,General Public
Virginia,2020-10-22,Lifted,Reopened,Reduced Capacity,25,Yes,-,No Limits,NA,General Public
Washington,2020-10-22,Lifted,Reopened,Some Reopened,10,Yes,-,Limited Indoor,NA,General Public
West Virginia,2020-10-22,Lifted,Closing,Reduced Capacity,NA,Yes,No Restrictions,Limited Indoor,NA,General Public
Wisconsin,2020-10-22,Lifted,Reopened,All Reopened,No Limit,Yes,-,No Limits,NA,General Public
Wyoming,2020-10-22,-,Reopened,-,25,Yes,No Restrictions,No Limits,NA,Certain Employees Only
Alabama,2020-10-23,Lifted,Paused,Reduced Capacity,No Limit,Yes,-,No Limits,NA,General Public
Alaska,2020-10-23,Lifted,Reopened,All Reopened,No Limit,Yes,All Travelers,No Limits,NA,Certain Employees Only
Arizona,2020-10-23,Lifted,Closing,Some Closed,NA,Yes,No Restrictions,Limited Indoor,NA,Certain Employees Only
Arkansas,2020-10-23,-,Paused,-,No Limit,Yes,No Restrictions,Limited Indoor,NA,General Public
California,2020-10-23,Statewide,Reopened,Some Closed,All Prohbited,Yes,-,Limited Indoor,NA,General Public
Colorado,2020-10-23,Lifted,Closing,Reduced Capacity,25,Yes,-,Limited Indoor,NA,General Public
Connecticut,2020-10-23,Lifted,Reopened,Reduced Capacity,25,Yes,Certain States,Limited Indoor,NA,General Public
Delaware,2020-10-23,Lifted,Closing,Reduced Capacity,25,Yes,No Restrictions,Limited Indoor,NA,General Public
District of Columbia,2020-10-23,Lifted,Reopened,Reduced Capacity,25,Yes,Certain States,Limited Indoor,NA,General Public
Florida,2020-10-23,Lifted,Reopened,All Reopened,No Limit,Yes,No Restrictions,No Limits,NA,Certain Employees Only
Georgia,2020-10-23,High-Risk Groups,Reopened,All Reopened,25,Yes,-,No Limits,NA,Certain Employees Only
Hawaii,2020-10-23,Lifted,Closing,Some Reopened,NA,Yes,All Travelers,Limited Indoor,NA,General Public
Idaho,2020-10-23,Lifted,Reopened,All Reopened,No Limit,Yes,No Restrictions,No Limits,NA,-
Illinois,2020-10-23,Lifted,Paused,Reduced Capacity,25,Yes,-,Limited Indoor,NA,General Public
Indiana,2020-10-23,Lifted,Reopened,All Reopened,No Limit,Yes,-,No Limits,NA,General Public
Iowa,2020-10-23,-,Reopened,All Reopened,25,Yes,-,No Limits,NA,General Public
Kansas,2020-10-23,Lifted,Reopened,All Reopened,No Limit,Yes,Certain States,No Limits,NA,General Public
Kentucky,2020-10-23,Lifted,Closing,Some Reopened,NA,Yes,No Restrictions,Limited Indoor,NA,General Public
Louisiana,2020-10-23,Lifted,Paused,Reduced Capacity,25,Yes,-,Limited Indoor,NA,General Public
Maine,2020-10-23,Lifted,Reopened,Reduced Capacity,25,Yes,All Travelers,Limited Indoor,NA,General Public
Maryland,2020-10-23,Lifted,Reopened,Reduced Capacity,No Limit,Yes,No Restrictions,Limited Indoor,NA,General Public
Massachusetts,2020-10-23,High-Risk Groups,Reopened,Some Reopened,NA,Yes,All Travelers,Limited Indoor,NA,General Public
Michigan,2020-10-23,Lifted,Closing,Some Reopened,NA,Yes,-,Limited Indoor,NA,General Public
Minnesota,2020-10-23,Lifted,Reopened,Some Reopened,10,Yes,-,Limited Indoor,NA,General Public
Mississippi,2020-10-23,Lifted,Closing,Reduced Capacity,NA,Yes,-,Limited Indoor,NA,Certain Employees Only
Missouri,2020-10-23,Lifted,Reopened,All Reopened,No Limit,Yes,-,No Limits,NA,-
Montana,2020-10-23,Lifted,Reopened,Reduced Capacity,25,Yes,No Restrictions,Limited Indoor,NA,General Public
Nebraska,2020-10-23,-,Reopened,-,25,Yes,International,No Limits,NA,Certain Employees Only
Nevada,2020-10-23,Lifted,Closing,Reduced Capacity,25,Yes,-,Limited Indoor,NA,General Public
New Hampshire,2020-10-23,Lifted,Reopened,Reduced Capacity,No Limit,Yes,-,Limited Indoor,NA,General Public
New Jersey,2020-10-23,Lifted,Closing,Reduced Capacity,NA,Yes,Certain States,Limited Indoor,NA,General Public
New Mexico,2020-10-23,Lifted,Closing,Reduced Capacity,NA,Yes,Certain States,Limited Indoor,NA,General Public
New York,2020-10-23,High-Risk Groups,Closing,Reduced Capacity,25,Yes,Certain States,Limited Indoor,NA,General Public
North Carolina,2020-10-23,Lifted,Reopened,Reduced Capacity,25,Yes,-,Limited Indoor,NA,General Public
North Dakota,2020-10-23,-,Closing,All Reopened,NA,Yes,No Restrictions,No Limits,NA,-
Ohio,2020-10-23,Lifted,Reopened,Reduced Capacity,25,Yes,No Restrictions,No Limits,NA,General Public
Oklahoma,2020-10-23,Lifted,Reopened,Reduced Capacity,No Limit,Yes,No Restrictions,Limited Indoor,NA,-
Oregon,2020-10-23,Lifted,Closing,Some Reopened,NA,Yes,-,Limited Indoor,NA,General Public
Pennsylvania,2020-10-23,Lifted,Closing,Reduced Capacity,NA,Yes,-,Limited Indoor,NA,General Public
Rhode Island,2020-10-23,Lifted,Closing,Reduced Capacity,25,Yes,Certain States,Limited Indoor,NA,General Public
South Carolina,2020-10-23,Lifted,Closing,Some Closed,No Limit,Yes,No Restrictions,Limited Indoor,NA,General Public
South Dakota,2020-10-23,-,Reopened,-,No Limit,Yes,-,-,NA,-
Tennessee,2020-10-23,Lifted,Reopened,All Reopened,25,Yes,-,No Limits,NA,General Public
Texas,2020-10-23,Lifted,Closing,Some Closed,NA,Yes,No Restrictions,Limited Indoor,NA,General Public
Utah,2020-10-23,Lifted,Reopened,-,25,Yes,No Restrictions,No Limits,NA,Certain Employees Only
Vermont,2020-10-23,Lifted,Reopened,Reduced Capacity,25,Yes,Certain States,Limited Indoor,NA,General Public
Virginia,2020-10-23,Lifted,Reopened,Reduced Capacity,25,Yes,-,No Limits,NA,General Public
Washington,2020-10-23,Lifted,Reopened,Some Reopened,10,Yes,-,Limited Indoor,NA,General Public
West Virginia,2020-10-23,Lifted,Closing,Reduced Capacity,NA,Yes,No Restrictions,Limited Indoor,NA,General Public
Wisconsin,2020-10-23,Lifted,Reopened,All Reopened,No Limit,Yes,-,No Limits,NA,General Public
Wyoming,2020-10-23,-,Reopened,-,25,Yes,No Restrictions,No Limits,NA,Certain Employees Only
Alabama,2020-10-24,Lifted,Paused,Reduced Capacity,No Limit,Yes,-,No Limits,NA,General Public
Alaska,2020-10-24,Lifted,Reopened,All Reopened,No Limit,Yes,All Travelers,No Limits,NA,Certain Employees Only
Arizona,2020-10-24,Lifted,Closing,Some Closed,NA,Yes,No Restrictions,Limited Indoor,NA,Certain Employees Only
Arkansas,2020-10-24,-,Paused,-,No Limit,Yes,No Restrictions,Limited Indoor,NA,General Public
California,2020-10-24,Statewide,Reopened,Some Closed,All Prohbited,Yes,-,Limited Indoor,NA,General Public
Colorado,2020-10-24,Lifted,Closing,Reduced Capacity,25,Yes,-,Limited Indoor,NA,General Public
Connecticut,2020-10-24,Lifted,Reopened,Reduced Capacity,25,Yes,Certain States,Limited Indoor,NA,General Public
Delaware,2020-10-24,Lifted,Closing,Reduced Capacity,25,Yes,No Restrictions,Limited Indoor,NA,General Public
District of Columbia,2020-10-24,Lifted,Reopened,Reduced Capacity,25,Yes,Certain States,Limited Indoor,NA,General Public
Florida,2020-10-24,Lifted,Reopened,All Reopened,No Limit,Yes,No Restrictions,No Limits,NA,Certain Employees Only
Georgia,2020-10-24,High-Risk Groups,Reopened,All Reopened,25,Yes,-,No Limits,NA,Certain Employees Only
Hawaii,2020-10-24,Lifted,Closing,Some Reopened,NA,Yes,All Travelers,Limited Indoor,NA,General Public
Idaho,2020-10-24,Lifted,Reopened,All Reopened,No Limit,Yes,No Restrictions,No Limits,NA,-
Illinois,2020-10-24,Lifted,Paused,Reduced Capacity,25,Yes,-,Limited Indoor,NA,General Public
Indiana,2020-10-24,Lifted,Reopened,All Reopened,No Limit,Yes,-,No Limits,NA,General Public
Iowa,2020-10-24,-,Reopened,All Reopened,25,Yes,-,No Limits,NA,General Public
Kansas,2020-10-24,Lifted,Reopened,All Reopened,No Limit,Yes,Certain States,No Limits,NA,General Public
Kentucky,2020-10-24,Lifted,Closing,Some Reopened,NA,Yes,No Restrictions,Limited Indoor,NA,General Public
Louisiana,2020-10-24,Lifted,Paused,Reduced Capacity,25,Yes,-,Limited Indoor,NA,General Public
Maine,2020-10-24,Lifted,Reopened,Reduced Capacity,25,Yes,All Travelers,Limited Indoor,NA,General Public
Maryland,2020-10-24,Lifted,Reopened,Reduced Capacity,No Limit,Yes,No Restrictions,Limited Indoor,NA,General Public
Massachusetts,2020-10-24,High-Risk Groups,Reopened,Some Reopened,NA,Yes,All Travelers,Limited Indoor,NA,General Public
Michigan,2020-10-24,Lifted,Closing,Some Reopened,NA,Yes,-,Limited Indoor,NA,General Public
Minnesota,2020-10-24,Lifted,Reopened,Some Reopened,10,Yes,-,Limited Indoor,NA,General Public
Mississippi,2020-10-24,Lifted,Closing,Reduced Capacity,NA,Yes,-,Limited Indoor,NA,Certain Employees Only
Missouri,2020-10-24,Lifted,Reopened,All Reopened,No Limit,Yes,-,No Limits,NA,-
Montana,2020-10-24,Lifted,Reopened,Reduced Capacity,25,Yes,No Restrictions,Limited Indoor,NA,General Public
Nebraska,2020-10-24,-,Reopened,-,25,Yes,International,No Limits,NA,Certain Employees Only
Nevada,2020-10-24,Lifted,Closing,Reduced Capacity,25,Yes,-,Limited Indoor,NA,General Public
New Hampshire,2020-10-24,Lifted,Reopened,Reduced Capacity,No Limit,Yes,-,Limited Indoor,NA,General Public
New Jersey,2020-10-24,Lifted,Closing,Reduced Capacity,NA,Yes,Certain States,Limited Indoor,NA,General Public
New Mexico,2020-10-24,Lifted,Closing,Reduced Capacity,NA,Yes,Certain States,Limited Indoor,NA,General Public
New York,2020-10-24,High-Risk Groups,Closing,Reduced Capacity,25,Yes,Certain States,Limited Indoor,NA,General Public
North Carolina,2020-10-24,Lifted,Reopened,Reduced Capacity,25,Yes,-,Limited Indoor,NA,General Public
North Dakota,2020-10-24,-,Closing,All Reopened,NA,Yes,No Restrictions,No Limits,NA,-
Ohio,2020-10-24,Lifted,Reopened,Reduced Capacity,25,Yes,No Restrictions,No Limits,NA,General Public
Oklahoma,2020-10-24,Lifted,Reopened,Reduced Capacity,No Limit,Yes,No Restrictions,Limited Indoor,NA,-
Oregon,2020-10-24,Lifted,Closing,Some Reopened,NA,Yes,-,Limited Indoor,NA,General Public
Pennsylvania,2020-10-24,Lifted,Closing,Reduced Capacity,NA,Yes,-,Limited Indoor,NA,General Public
Rhode Island,2020-10-24,Lifted,Closing,Reduced Capacity,25,Yes,Certain States,Limited Indoor,NA,General Public
South Carolina,2020-10-24,Lifted,Closing,Some Closed,No Limit,Yes,No Restrictions,Limited Indoor,NA,General Public
South Dakota,2020-10-24,-,Reopened,-,No Limit,Yes,-,-,NA,-
Tennessee,2020-10-24,Lifted,Reopened,All Reopened,25,Yes,-,No Limits,NA,General Public
Texas,2020-10-24,Lifted,Closing,Some Closed,NA,Yes,No Restrictions,Limited Indoor,NA,General Public
Utah,2020-10-24,Lifted,Reopened,-,25,Yes,No Restrictions,No Limits,NA,Certain Employees Only
Vermont,2020-10-24,Lifted,Reopened,Reduced Capacity,25,Yes,Certain States,Limited Indoor,NA,General Public
Virginia,2020-10-24,Lifted,Reopened,Reduced Capacity,25,Yes,-,No Limits,NA,General Public
Washington,2020-10-24,Lifted,Reopened,Some Reopened,10,Yes,-,Limited Indoor,NA,General Public
West Virginia,2020-10-24,Lifted,Closing,Reduced Capacity,NA,Yes,No Restrictions,Limited Indoor,NA,General Public
Wisconsin,2020-10-24,Lifted,Reopened,All Reopened,No Limit,Yes,-,No Limits,NA,General Public
Wyoming,2020-10-24,-,Reopened,-,25,Yes,No Restrictions,No Limits,NA,Certain Employees Only
Alabama,2020-10-25,Lifted,Paused,Reduced Capacity,No Limit,Yes,-,No Limits,NA,General Public
Alaska,2020-10-25,Lifted,Reopened,All Reopened,No Limit,Yes,All Travelers,No Limits,NA,Certain Employees Only
Arizona,2020-10-25,Lifted,Closing,Some Closed,NA,Yes,No Restrictions,Limited Indoor,NA,Certain Employees Only
Arkansas,2020-10-25,-,Paused,-,No Limit,Yes,No Restrictions,Limited Indoor,NA,General Public
California,2020-10-25,Statewide,Reopened,Some Closed,All Prohbited,Yes,-,Limited Indoor,NA,General Public
Colorado,2020-10-25,Lifted,Closing,Reduced Capacity,25,Yes,-,Limited Indoor,NA,General Public
Connecticut,2020-10-25,Lifted,Reopened,Reduced Capacity,25,Yes,Certain States,Limited Indoor,NA,General Public
Delaware,2020-10-25,Lifted,Closing,Reduced Capacity,25,Yes,No Restrictions,Limited Indoor,NA,General Public
District of Columbia,2020-10-25,Lifted,Reopened,Reduced Capacity,25,Yes,Certain States,Limited Indoor,NA,General Public
Florida,2020-10-25,Lifted,Reopened,All Reopened,No Limit,Yes,No Restrictions,No Limits,NA,Certain Employees Only
Georgia,2020-10-25,High-Risk Groups,Reopened,All Reopened,25,Yes,-,No Limits,NA,Certain Employees Only
Hawaii,2020-10-25,Lifted,Closing,Some Reopened,NA,Yes,All Travelers,Limited Indoor,NA,General Public
Idaho,2020-10-25,Lifted,Reopened,All Reopened,No Limit,Yes,No Restrictions,No Limits,NA,-
Illinois,2020-10-25,Lifted,Paused,Reduced Capacity,25,Yes,-,Limited Indoor,NA,General Public
Indiana,2020-10-25,Lifted,Reopened,All Reopened,No Limit,Yes,-,No Limits,NA,General Public
Iowa,2020-10-25,-,Reopened,All Reopened,25,Yes,-,No Limits,NA,General Public
Kansas,2020-10-25,Lifted,Reopened,All Reopened,No Limit,Yes,Certain States,No Limits,NA,General Public
Kentucky,2020-10-25,Lifted,Closing,Some Reopened,NA,Yes,No Restrictions,Limited Indoor,NA,General Public
Louisiana,2020-10-25,Lifted,Paused,Reduced Capacity,25,Yes,-,Limited Indoor,NA,General Public
Maine,2020-10-25,Lifted,Reopened,Reduced Capacity,25,Yes,All Travelers,Limited Indoor,NA,General Public
Maryland,2020-10-25,Lifted,Reopened,Reduced Capacity,No Limit,Yes,No Restrictions,Limited Indoor,NA,General Public
Massachusetts,2020-10-25,High-Risk Groups,Reopened,Some Reopened,NA,Yes,All Travelers,Limited Indoor,NA,General Public
Michigan,2020-10-25,Lifted,Closing,Some Reopened,NA,Yes,-,Limited Indoor,NA,General Public
Minnesota,2020-10-25,Lifted,Reopened,Some Reopened,10,Yes,-,Limited Indoor,NA,General Public
Mississippi,2020-10-25,Lifted,Closing,Reduced Capacity,NA,Yes,-,Limited Indoor,NA,Certain Employees Only
Missouri,2020-10-25,Lifted,Reopened,All Reopened,No Limit,Yes,-,No Limits,NA,-
Montana,2020-10-25,Lifted,Reopened,Reduced Capacity,25,Yes,No Restrictions,Limited Indoor,NA,General Public
Nebraska,2020-10-25,-,Reopened,-,25,Yes,International,No Limits,NA,Certain Employees Only
Nevada,2020-10-25,Lifted,Closing,Reduced Capacity,25,Yes,-,Limited Indoor,NA,General Public
New Hampshire,2020-10-25,Lifted,Reopened,Reduced Capacity,No Limit,Yes,-,Limited Indoor,NA,General Public
New Jersey,2020-10-25,Lifted,Closing,Reduced Capacity,NA,Yes,Certain States,Limited Indoor,NA,General Public
New Mexico,2020-10-25,Lifted,Closing,Reduced Capacity,NA,Yes,Certain States,Limited Indoor,NA,General Public
New York,2020-10-25,High-Risk Groups,Closing,Reduced Capacity,25,Yes,Certain States,Limited Indoor,NA,General Public
North Carolina,2020-10-25,Lifted,Reopened,Reduced Capacity,25,Yes,-,Limited Indoor,NA,General Public
North Dakota,2020-10-25,-,Closing,All Reopened,NA,Yes,No Restrictions,No Limits,NA,-
Ohio,2020-10-25,Lifted,Reopened,Reduced Capacity,25,Yes,No Restrictions,No Limits,NA,General Public
Oklahoma,2020-10-25,Lifted,Reopened,Reduced Capacity,No Limit,Yes,No Restrictions,Limited Indoor,NA,-
Oregon,2020-10-25,Lifted,Closing,Some Reopened,NA,Yes,-,Limited Indoor,NA,General Public
Pennsylvania,2020-10-25,Lifted,Closing,Reduced Capacity,NA,Yes,-,Limited Indoor,NA,General Public
Rhode Island,2020-10-25,Lifted,Closing,Reduced Capacity,25,Yes,Certain States,Limited Indoor,NA,General Public
South Carolina,2020-10-25,Lifted,Closing,Some Closed,No Limit,Yes,No Restrictions,Limited Indoor,NA,General Public
South Dakota,2020-10-25,-,Reopened,-,No Limit,Yes,-,-,NA,-
Tennessee,2020-10-25,Lifted,Reopened,All Reopened,25,Yes,-,No Limits,NA,General Public
Texas,2020-10-25,Lifted,Closing,Some Closed,NA,Yes,No Restrictions,Limited Indoor,NA,General Public
Utah,2020-10-25,Lifted,Reopened,-,25,Yes,No Restrictions,No Limits,NA,Certain Employees Only
Vermont,2020-10-25,Lifted,Reopened,Reduced Capacity,25,Yes,Certain States,Limited Indoor,NA,General Public
Virginia,2020-10-25,Lifted,Reopened,Reduced Capacity,25,Yes,-,No Limits,NA,General Public
Washington,2020-10-25,Lifted,Reopened,Some Reopened,10,Yes,-,Limited Indoor,NA,General Public
West Virginia,2020-10-25,Lifted,Closing,Reduced Capacity,NA,Yes,No Restrictions,Limited Indoor,NA,General Public
Wisconsin,2020-10-25,Lifted,Reopened,All Reopened,No Limit,Yes,-,No Limits,NA,General Public
Wyoming,2020-10-25,-,Reopened,-,25,Yes,No Restrictions,No Limits,NA,Certain Employees Only
Alabama,2020-10-26,Lifted,Paused,Reduced Capacity,No Limit,Yes,-,No Limits,NA,General Public
Alaska,2020-10-26,Lifted,Reopened,All Reopened,No Limit,Yes,All Travelers,No Limits,NA,Certain Employees Only
Arizona,2020-10-26,Lifted,Closing,Some Closed,NA,Yes,No Restrictions,Limited Indoor,NA,Certain Employees Only
Arkansas,2020-10-26,-,Paused,-,No Limit,Yes,No Restrictions,Limited Indoor,NA,General Public
California,2020-10-26,Statewide,Reopened,Some Closed,All Prohbited,Yes,-,Limited Indoor,NA,General Public
Colorado,2020-10-26,Lifted,Closing,Reduced Capacity,25,Yes,-,Limited Indoor,NA,General Public
Connecticut,2020-10-26,Lifted,Reopened,Reduced Capacity,25,Yes,Certain States,Limited Indoor,NA,General Public
Delaware,2020-10-26,Lifted,Closing,Reduced Capacity,25,Yes,No Restrictions,Limited Indoor,NA,General Public
District of Columbia,2020-10-26,Lifted,Reopened,Reduced Capacity,25,Yes,Certain States,Limited Indoor,NA,General Public
Florida,2020-10-26,Lifted,Reopened,All Reopened,No Limit,Yes,No Restrictions,No Limits,NA,Certain Employees Only
Georgia,2020-10-26,High-Risk Groups,Reopened,All Reopened,25,Yes,-,No Limits,NA,Certain Employees Only
Hawaii,2020-10-26,Lifted,Closing,Some Reopened,NA,Yes,All Travelers,Limited Indoor,NA,General Public
Idaho,2020-10-26,Lifted,Reopened,All Reopened,No Limit,Yes,No Restrictions,No Limits,NA,-
Illinois,2020-10-26,Lifted,Paused,Reduced Capacity,25,Yes,-,Limited Indoor,NA,General Public
Indiana,2020-10-26,Lifted,Reopened,All Reopened,No Limit,Yes,-,No Limits,NA,General Public
Iowa,2020-10-26,-,Reopened,All Reopened,25,Yes,-,No Limits,NA,General Public
